Sr No.,NAMC_ID,NAMC_CODE,Long_definition,Name English
2809,2887,V,-,natural state
2810,2888,VA,-,somatic constitution
2811,2889,SS50 (VA-1),"It is characterized by thin built, too tall or too short stature, prominent tendons and veins, dusky or dark complexion, dry and non lustrous skin, cracked soles and palms, unstable joints, sound from joints on movement, prominently visible calf muscles, small, rounded, dull, sunken & dry eyes, dull white sclera, unsteady gaze, eyes remains half open during sleep, rough, dry, split hair ends, dusky hair, dry, rough & small teeth, excess teeth; small, thin, rough & dry nails, excessive nail growth, speedy gait, quick initiation & completion of actions, inconsistent actions, feeble, unpleasant, shattered & broken voice, fast & unclear speech, stammering, hoarseness of voice, too high pitched or too low pitched voice, fast eating habit, frequently gets hungry, easy awakening from sleep, reduced sleep, snoring, grinding of teeth during sleep, having dreams of walking , flying in the sky , mountains , dried water bodies , trees, indecisiveness, quick comprehension but less & unstable memory, having few friends, unstable friendship, ungratefulness, fondness for travelling, music, dancing, humour, tradition, history, gardens, luxurious life, reading & listening to texts, fond of sweet, sour & saline taste, fond of sudation and massage, talkativeness, irrelevant talking, reduced tolerance, easily frightened, intolerance to cold, desirous of hot foods and drinks, jealousy, tendency to steal, hide or plagiarize, aversion to cold. This may be explained by the non-pathological predominance of vatadosha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Vata constitution pattern (TM2)
2812,2890,SS51 (VA-2),"It is characterized by delicate body, fair complexion with yellowish tinge, presence of moles, pimples & freckles, early appearance of wrinkles, warm feeling of body on touch, tendency for frequent ulceration of mouth, delicate & lax joints, laxity of muscles, coppery eyes, few & thin eye lashes, eyes get easily reddened upon getting angry or exposure to sunlight, soft, scanty, reddish brown hair, premature graying of hair, baldness, coppery colored nails, frequent feeling of hunger, intense feeling of hunger and thirst, drinks more water, frequently gets thirsty, easy bowel evacuation, profuse sweating, increased body odor especially from axilla, scalp, mouth, having frequent dreams of fire, lightening, gold, red flowers & falling of meteors, good intelligence, short tempered nature, fondness for consuming food of sweet, bitter & astringent taste, capable of placing one's views strongly in debates, profound oratory, intolerance to heat, desire for cold, affectionate to dependents, valor, purity of thought, deeds, having competitive spirit. This may be explained by the non-pathological predominance of pittadosha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Pitta constitution pattern (TM2)
2813,2891,SS52 (VA-3),"It is characterized by well built proportionate body, cheerful & pleasing appearance, broad forehead, body complexion resembling lotus, straw or gold, smooth & clear skin, compact joints, well-built muscles, big elongated eyes, milky white & clearly distinguished sclera, dense eye lashes, steady gaze, oily, curly, dense, black hair, steady gait, slow in activities, clear, deep & pleasant voice, having less appetite & thirst, having ability to tolerate hunger & thirst, slow speed of eating, less sweating, likes to sleep, having dreams of water bodies, lotus, water birds like swan, having delayed comprehension & grasping power, having good memory, stable & cordial in friendship, delayed initiation of activities, having self control, do not get agitated quickly, staying calm and patient, fore-sightedness, virtuousness, fondness for music, likes pungent taste, limited in speech, relevant and thoughtful in speech, truthfulness, soft spokenness, endowed with forgiveness, respectful towards teachers & elders, strong in enmity, humble, dignified and thoughtful in nature, generous and judicious nature. This may be explained by the non-pathological predominance of kaphadosha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Kapha constitution pattern (TM2)
2814,2892,SS53 (VA-4),"It is characterized by well built proportionate body, cheerful & pleasing appearance, broad forehead, body complexion resembling lotus, straw or gold, smooth & clear skin, compact joints, well-built muscles, big elongated eyes, milky white & clearly distinguished sclera, dense eye lashes, steady gaze, oily, curly, dense, black hair, steady gait, slow in activities, clear, deep & pleasant voice, having less appetite & thirst, having ability to tolerate hunger & thirst, slow speed of eating, less sweating, likes to sleep, having dreams of water bodies, lotus, water birds like swan, having delayed comprehension & grasping power, having good memory, stable & cordial in friendship, delayed initiation of activities, having self control, do not get agitated quickly, staying calm and patient, fore-sightedness, virtuousness, fondness for music, likes pungent taste, limited in speech, relevant and thoughtful in speech, truthfulness, soft spokenness, endowed with forgiveness, respectful towards teachers & elders, strong in enmity, humble, dignified and thoughtful in nature, generous and judicious nature. This may be explained by the non-pathological predominance of kaphadosha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Vata-Pitta constitution pattern (TM2)
2815,2893,SS54 (VA-5),"It is characterized by having combined features of pitta and kapha constitution. This may be explained by the non-pathological predominance of pitta, kapha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Pitta-Kapha constitution pattern (TM2)
2816,2894,SS55 (VA-6),"It is characterized by having combined features of kapha and vata constitution. This may be explained by the non-pathological predominance of kapha, vata at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Kapha-Vata constitution pattern (TM2)
2817,2895,SS56 (VA-7),"It is characterized by having combined features of vata, pitta and kapha constitution. This may be explained by the non-pathological predominance of vata, pitta and kapha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Body constitution with a predominance of all three dosha pattern (TM2)
2818,2895,SS56  (VA-7),"It is characterized by having combined features of vata, pitta and kapha constitution. This may be explained by the non-pathological predominance of vata, pitta and kapha at the time of conception determining a person’s baseline state of optimal functioning of both body and mind.",Body constitution with a predominance of all three dosha pattern (TM2)
2819,2896,VB,-,normal functions of d??a
2820,2897,VB-1,"the pattern is characterized by uts?ha? [enthusiasm/vigour], ucchv?sa? [inspiration], ni??v?sa? [expiration], c???? [movements], samadh?tugati/samyak dh?tugati? [normal metabolic transformation of tissues], gatimat?? samam?k?a? [proper elimination of excreta], praspandanam [pulsatile movements], udvahanam [carrying upwards], p?ra?am [filling], viv?ka? [right judgement], dh?ra?am [to hold], [], v?gapravartanam [initiation of urges], ak????? p??avam/indriyap??avam [proper functioning of eyes/ sense organs]",normal functions of v?ta
2821,2898,VB-2,"the pattern is characterized by dar?anam [eyesight/vision], pakti? [digestion], ??m? [warmth], k?ut [appetite], tr????/tr??/pip?s? [thirst], d?ham?rdavam/tanum?rdava?/m?rdava? [softness of body], prabh? [body complexion/lustre], pras?da? [beauty, brightness], m?dh? [intelligence], r?ga? [redness/congestion], ?ja? [?jas/ vital energy], t?ja? [fiery energy, glow], ruci? [taste/interest], dh? [wisdom], ?auryam [bravery], abhil??? [desire]",normal functions of pitta
2822,2899,VB-3,"the pattern is characterized by sn?ha?/sn?hanam/snigdhatvam [unctuous], bandha? [cohesion], sthiratva? [steadiness], gauravam [heaviness], vr??at? [virility], balam [strength], k?am? [endowed with forgiveness/forbearance], dhr?ti? [patience/ steadiness], al?bha? [greedlessness], sandhisa??l??a?/sandhibandha? [jont stability], r?pa?am [healing], p?ra?am [filling], sthairyakr?t/sthairyam [stability], alaulyam [greedlessness]",normal functions of kapha
2823,2900,VC,-,normal functions of dh?tu
2824,2901,VC-1,"the pattern is characterized by tu??i? [satisfaction], pr??anam [pleasing, soothing], raktapu??i? [nourishment of rakta]",normal functions of rasa
2825,2902,VC-2,"the pattern is characterized by j?vanam [life], var?apras?da? [complexion, beauty, brightness], m??sapu??i?/m??sap??a?am [nourishment of m??sa]",normal functions of rakta
2826,2903,VC-3,"the pattern is characterized by ?ar?rapu??i? [nourishment/ opulence of body], m?dasa? pu??i? [nourishment of m?d? dh?tu], l?pa?/d?h?l?pa? [covering of body], bala? [strength], malapu??i? [nourishes mala]",normal functions of m??sa
2827,2904,VC-4,"the pattern is characterized by sn?hanam [lubrication of body], sv?danam [sweating], dr??hatvam [stability], asthipu??i? [nourishment of asthi]",normal functions of m?das
2828,2905,VC-5,"the pattern is characterized by d?hadh?ra?am/dh?ra?am/d?h?rdhvat?dh?ra?am [supports the body], majjña? pu??i?/majj?p??a?am [nourishes majja]",normal functions of asthi
2829,2906,VC-6,"the pattern is characterized by sn?ham [greasiness], balam [strength], ?ukrapu??i? [nourishement of ?ukra], p?ra?a? asthn?m/asthip?ra?am [filling of bones]",normal functions of majj?
2830,2907,VC-7,the pattern is characterized by garbhakr?t [responsible for conception],normal functions of ?rtava
2831,2908,VC-8,"the pattern is characterized by dhairyam [steadiness/ courage], cyavanam [ejaculation], pr?ti? [affection], d?habalam/bal?pt?danam [body strength], har?a? [helps in erection], b?j?rtha?/garbh?tp?da? [procreation]",normal functions of ?ukra
2832,2909,VC-9,"the pattern is characterized by bastip?ra?am [filling of basti/ urinary bladder], vikl?danam/kl?dav?hanam() [moistening]",normal functions of m?tra
2833,2910,VC-10,"the pattern is characterized by upastambham [supports the body], v?yudh?ra?am [supports and holds v?yu], agnidh?ra?am [supports and holds agni], ava??ambha? [supports the body]",normal functions of faeces
2834,2911,VC-11,"the pattern is characterized by ?r?gyam (kum?rasya) [maintains health of child], ?ar?r?pacaya? (kum?rasya) [growth of child], balavr?ddhi? (kum?rasya) [increase in strength of child], stanay?r?p?natvajanana? [increases the size of breasts], j?vanam [nourishment to infant]",normal functions of stanya
2835,2912,VD,-,essence
2836,2913,VD-1,"the pattern is characterized by snigdhal?ma? [unctuous body hair], ?lak??al?ma? [glossy hair], mr?dul?ma? [soft], prasannal?ma? [pleasant], s?k?mal?ma? [thin hair], gambh?ral?ma? [deep rooted hair], sukum?ral?ma? [tender], tvak prabh? [lustre of skin], sukhapr?pti? [attains happiness], saubh?gyapr?pti? [attains prosperity], ai?varyapr?pti? [attains prosperity], upabh?gapr?pti? [attains pleasure], buddhipr?pti? [attains intellect], vidy?pr?pti? [attains knowledge], ?r?gyapr?pti? [attains health], prahar?apr?pti? [attains extreme joy], ?yu?yatvapr?pti? [attains life]",features of tvaks?ra
2837,2914,VD-2,"the pattern is characterized by kar?asya raktavar?am [redness of ears], ak??a? raktavar?am [redness of eyes], mukhasya raktavar?am [redness of mouth/ face], jihv?y?? raktavar?am [redness of tongue], n?s?y?? raktavar?am [redness of nose], ???hasya raktavar?am [redness of lips], p??italasya raktavar?am [redness of palms], p?datalasya raktavar?am [redness of sole], nakhasya raktavar?am [redness of nails], lal??asya raktavar?am [redness of forehead], m?hanasya raktavar?am [redness of penis], kar?asya snigdhatvam [unctuousness of ears], ak??a? snigdhatvam [unctuousness of eyes], mukhasya snigdhatvam [unctuousness of mouth/face], jihv?y?? snigdhatvam [unctuousness of tongue], n?s?y?? snigdhatvam [unctuousness of nose], ???hasya snigdhatvam [unctuousness of lips], p??italasya snigdhatvam [unctuousness of palms], p?datalasya snigdhatvam [unctuousness of sole], nakhasya snigdhatvam [unctuousness of nails], lal??asya snigdhatvam [unctuousness of forehead], m?hanasya snigdhatvam [unctuousness of penis], ?r?mat [charming/ pleasant], bhr?ji??u? [dazzling appearance]",features of of raktas?ra
2838,2915,VD-3,"the pattern is characterized by sthira?a?kha? [solid/ stabile temples], sthiralal??a? [solid/ stabile forehead], sthirakr?k??ik? [solid/ stabile nape], sthira-ak?i [solid/ stabile eyes], sthiraga??a? [solid/ stabile cheeks], sthirahanu? [solid/ stabile jaw], sthiragr?v? [solid/ stabile neck], sthiraskandha? [solid/ stabile shoulder], sthira-udara? [solid/ stabile abdomen], sthirakak?a? [solid/ stabile axillae], sthiravak?a? [solid/ stabile chest], sthirap???sandhaya? [solid/ stabile joints of upper limbs], sthirap?dasandhaya? [solid/ stabile joints of lower limbs], guru?a?kha? [large temples], gurulal??a? [large forehead], gurukr?k??ik? [large nape], guru-ak?i [large eyes], guruga??a? [large cheeks], guruhanu? [large jaw], gurugr?v? [large neck], guruskandha? [large shoulders], guru-udara? [large abdomen], gurukak?a? [large axiallae], guruvak?a? [large chest], gurup???sandhaya? [large hand joints], gurup?dasandhaya? [large leg joints], ?ubha?a?kha? [beautiful appearance of temples], ?ubhalal??a? [beautiful appearance of forehead], ?ubhakr?k??ik? [beautiful appearance of nape], ?ubha-ak?i [beautiful appearance of eyes], ?ubhaga??a? [beautiful appearance of eyes], ?ubhahanu [beautiful appearance jaw], ?ubhagr?v? [beautiful appearance neck], ?ubhaskandha? [beautiful appearance shoulders], ?ubha-udara? [beautiful appearance abdomen], ?ubhakak?a? [beautiful appearance axillae], ?ubhavak?a? [beautiful appearance chest], ?ubhap???sandhaya? [beautiful appearance hand joints], ?ubhap?dasandhaya? [beautiful appearance leg joints], m??s?pacita?a?kha? [temples well covered with m??sa], m??s?pacitalal??a? [forehead well covered by m??sa], m??s?pacitakr?k??ik? [nape well built with m??sa], m??s?pacita-ak?i [eyes will covered by m??sa], m??s?pacitaga??a? [cheeks well covered by m??sa], m??s?pacitahanu? [jaw well built with m??sa], m??s?pacitagr?v? [neck well built with m??sa], m??s?pacitaskandha? [shoulders well covered by m??sa], m??s?pacita-udara? [abdomen well covered by abdomen], m??s?pacitakak?a? [axillae well covered by m??sa], m??s?pacitavak?a? [chest well covered by m??sa], m??s?pacitap???sandhaya? [hand joints well covered by m??sa], m??s?pacitap?dasandhaya? [leg joints well covered by m??sa], k?am? [endowed with forgiveness/forbearance], dhr?ti? [patience/ steadiness], lalaulyam [non greediness], vittam [wealth], vidy? [knowledge], sukham [happiness], ?rjavam [simplicity], ?r?gyam [health], balam [strength], d?rgh?yu? [endowed with longevity]",features of m??sas?ra
