Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Name English,Long_definition,Reference
1731,1731,YF24,Puḷitta Tayirccōṟu Nañcu,புளித்த தயிர்ச்சோறு நஞ்சு,Toxic effects of consumption of sour curd disease,"It is characterized by indigestion, laziness, fatigue, excessive sleep, diarrhea, lassitude and stupidity toxic effects of consumption of sour curd disease. It is explained by increased vali that affects iyam. Among seven udal thathukkal saram gets affec","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
1732,1732,YF25,Koṭikkaḷḷippāl Nañcu,கொடிக்கள்ளிப்பால் நஞ்சு,toxic effects of consumption of latex of sarcostemma brevistigma,"It is characterized by stomatitis, hoarseness of voice, irritation in throat, tenesmus in anus and irritation, nausea, vomiting and diarrhoea toxic effects of consumption of latex of Sarcostemma brevistigma It is explained by increased Aẕal that affects","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
1733,1733,YF26,Nalleṇṇey Cōṟu Nañcu,நல்லெண்ணெய் சோறு நஞ்சு,Toxic effects of consumption of juice of betel leaf with gingelly oil,"It is characterized by indigestion, vomiting, irregular bowel movements, distension of abdomen, retrosternal burning sensation due to hyperacidity, unconsciousness, diarrhea, constipation and eructation due to indigestion due to toxic effects of consump","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
1734,1734,YF27,Veṟṟilaiccāṟu Nalleṇṇey Nañcu,வெற்றிலைசாறு நல்லெண்ணெய் நஞ்சு,toxic effects of consumption of cooked rice with gingelly oil,"It is characterized by inflammation of stomach, increase of taste, distension of abdomen, vomiting and indigestion due to toxic effects of consumption of juice of betel leaf with gingelly oil It is explained by increased Aẕal that affects vali. Among se","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1735,1735,YF28,Nelvēr Eṇṇey Nañcu,நெல்வேர் எண்ணெய் நஞ்சு,Toxic effects of consumption of root of paddy with gingelly oil,"It is characterized by vomiting with yellow colour, increased salivation, diarrhea, giddiness and increased thirst due to toxic effects of consumption of root of paddy with gingelly oil It is explained by increased Aẕal that affects vali. Among seven ud","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1736,1736,YF29,Nelvēr Carkkarai Nañcu,நெல்வேர் சர்க்கரை நஞ்சு,Toxic effects of consumption of root of paddy with sugar,"It is characterized by vomiting, increased salivation, loss of taste and increased thirst due to toxic effects of consumption of root of paddy with sugar It is explained by increased Aẕal that affects vali. Among seven udal thathukkal saram gets affect","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1737,1737,YF30,Nelvēr Nañcu,நெல்வேர் நஞ்சு,toxic effects of consumption of root of paddy,"It is characterized by vomiting, flatulence, diarrhea, loss of appetite and indigestion due to toxic effects of consumption of root of paddy. It is explained by increased vali. Among seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1738,1738,YF31,Kōtumai Nañcu,கோதுமை நஞ்சு,Toxic effects of consumption of triticum vulgare(wheat),"It is characterized by produces sense of heat, distension of abdomen, constipation or diarrhea and loss of appetite due to toxic effects of consumption of Triticum vulgare. It is explained by increased Aẕal that affects vali. Among seven udal thathukkal","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1739,1739,YF32,Eṇṇey Nañcu,எண்ணெய் நஞ்சு,Toxic effects of consumption of gingelly oil,"It is characterized by increased secretion of acid, indigestion, constipation, inflammation of the stomach, abdominal discomfort, mental confusion with impaired mental function due to toxic effects of consumption of gingelly oil. It is explained by incr","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
1740,1740,YF33,Erukku Nañcu,எருக்கு நஞ்சு,toxic effects of consumption of latex of calotropis gigantea,"It is characterized by inflammation of stomach, vomiting and diarrhea due to toxic effects of consumption of latex of Calotropis gigantea . It is explained by increased Aẕal that affects vali. Among seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 54"
1741,1741,YF34,Caturakkaḷḷippāl Nañcu,சதுரக்கள்ளிப்பால் நஞ்சு,Toxic effects of consumption of latex of euphorbia antiquorum,"It is characterized by diarrhea followed by dysentry with blood stain, unconsciousness, redness of the eyes, eructation, flatulence with distended abdomen, vomiting, convulsions in both limbs, indigestion due to toxic effects of consumption of latex of E","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
1742,1742,YF35,Tillaippāl Nañcu,தில்லைப்பால் நஞ்சு,Toxic effects of consumption of latex of excoecaria agallocha,"It is characterized by increased thirst, fever, vomiting, inflammation in gastro intestinal tract, loss of appetite, dryness of mouth due to derangement of Aẕal, loss of taste, diarrhea, foul odour in breath, oral ulcer due to toxic effects of consumptio","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
1743,1743,YF36,Nērvāḷa Nañcu,நேர்வாள நஞ்சு,toxic effects of consumption of croton tiglium(nervaalam),"It is characterized by nausea, diarrhea, parchedness in the mouth, exhaustion, perspiration, diminution of vision, formation of tartar on the teeth, vomiting, increased of stomach, increased salivation, unconsciousness, bitter taste due to toxic effects","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
1744,1744,YF37,Cittira Mūlavēr Nañcu,சித்திர மூலவேர் நஞ்சு,Toxic effects of the root bark applied externally and excess consumtion internally,"External application: It is characterized by ulcerative dermatitis with erythroderma. Internal application: it is characterized by if consumed in excess, gastritis and retrosternal burning sensation occur and death due to toxic effects of the root bark o","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 56"
1745,1745,YF38,Cēṅkoṭṭai Nañcu,செங்கொட்டை நஞ்சு,Toxic effect due to improper purification and excess consumtion of semecarpus anacardium,"It is characterized by blisters on the body when comes into close contact with it. If the medicine is not properly prepared, it causes ulcers in the gastro intestinal tract, indigestion, vomiting, burning sensation, diarrhea, angioneurotic oedema, insomn","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 57"
1746,1746,YF39,Mañcaḷ Alari Nañcu,மஞ்சள் அலரி நஞ்சு,"toxic effect caused due to consumption of nerium odurum(unripe fruit,flower, leaf and latex)","It is characterized by vomiting, foaming in the mouth, unconsciousness, diarrhoea, abdominal colic, locked jaw, finally death within short period of consumption due to toxic effect caused by the consumption of Nerium odurum(unripe fruit,flower, leaf and","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 57"
1747,1747,YF40,Ūmattai Nañcu,ஊமத்தை நஞ்சு,Clinical features dur to excess intake of datura alba,"It is characterized by unconsciousness, giddiness, parchedness of throat, dilated pupil, shock, blabbering, diminished vision, distension of abdomen, difficulty in breathing due to clinical features of excess intake of Datura alba. It is explained by inc","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 58"
1748,1748,YF41,Eṭṭikkoṭṭai Nañcu,எட்டிக்கொட்டை நஞ்சு,Toxic effect of strychnos nuxvomica when consumed excessively,It is characterized by nervous debility and causes sterility in women and spermatolysis due to toxic effect of Strychnos nuxvomica when consumed excessively. It is explained by increased vali affecting the Aẕal. Among seven udal thathukkal upto sukkilam,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 59"
1749,1749,YF42,Apiṉi Nañcu,அபினி நஞ்சு,Clinical features of the papaver somniferum toxicity,"It is characterized by giddiness, indigestion, vomiting, dyspnea, constricted pupil, occasional dilation of pupil, facial paralysis, laziness, constipation, pallor of the face, cyanosis, hyperhidrosis, convulsions, psychiatric illness with mental disorde","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 59"
1750,1750,YF43,Kañcā Nañcu,கஞ்சா நஞ்சு,Clinical features of the cannabis sativus toxicity,"It is characterized by chronic and acute toxicity. In acute toxicity it exhibits two stages. Stage of excitement -halucination, delusion, psychosommatic disorders and in stage of narcosis - extreme laziness, improper speech, atlast deep sleep leading to","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 60"
1751,1751,YF44,Nāpi Nañcu,நாபி நஞ்சு,Toxic effect due to improper purification and excess consumtion of aconitum ferox,"It is characterized by tongue, mouth and face become excised due to the pungent taste and lose their sensation, body pain, abdominal colic, loss of appetite, hiccough, deep syncope, disturbed sleep, generalized pruritus, body becomes smoky in colour, vom","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 60"
1752,1752,YF45,Pukaiyilai Nañcu,புகையிலை நஞ்சு,Toxic features due to the excess consumption of nicotinana tabacum,"It is characterized by rapid pulse followed by feeble pulse alternatively, giddiness, lassitude, vomiting, abdominal colic, dryness of the gastro intestinal tract, fatigue, diseases of the liver, unconsciousness, exhaustion, diarrhea, dimness of vision,","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 61"
1753,1753,YF46,Irattapōḷa Nañcu,இரத்தபோள நஞ்சு,Toxic features due to the excess consumption of gum myrrh,"It is characterized by ulcer, inflammatory swelling, inflammation of gastro intestinal tract, altered taste, burning sensation, vomiting due to toxic features of excess consumption of gum myrrh It is explained by increased Aẕal that affects vali. Among s","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 62"
1754,1754,YF47,Kuṭinīrt Tōṭa Nañcu,குடிநீர்த் தோட நஞ்சு,Toxic effects due to Poisoned drinking water,"It is characterized by running nose, sinusitis, tonsillitis, pharyngitis, headache and cough due to toxic effects due to poisoned drinking water. It is explained by increased iyam that affects vali. Among seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 63"
