Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NAMC_TERM,Name English,Long_definition
2307,2308,J-56.2,جرب    سوداوی,Jarab Sawdāwī,Melancholic scabies,A condition of appearance of papules caused by the predominance of black bile. It is characterized by papules having roots of black colour accompanied by less pain and itching. This condition is usually chronic in nature and takes a lot of time to cure.
2308,2309,J-56.3,جرب  بلغمی,Jarab Balghamī,phlegmatic scabies,A condition of appearance of papules caused by the predominance of phlegm. It is characterized by flat papules that are spreaded and contains pus.
2309,2310,J-56.4,جرب  رطب,Jarab Raṭab,Wet scabies,"A condition of appearance of papules caused by the predominance of wetness. It is characterized by papules from which fluids, pus and sometimes blackish blood ooze out. This condition is marked by severe itching and burning of the affected part."
2310,2311,J-56.5,جرب  یابس,Jarab Yābis,Dry scabies,A condition of appearance of papules caused by the predominance of dryness. It is characterized by papules with scab formation.
2311,2312,J-67.1,مسامیر,Masāmīr,a type of wart,A condition of appearance of hard eruptions with pointed tip and may produce pain when touched.  The edges of these eruptions are circular.
2312,2313,J-67.2,قرون,Qurūn,Cutaneous horn,A condition of appearance of hard eruptions with slanting edges and resembles the shape of horn of animals.
2313,2314,G-2.1,ذيابيطس بارد,Dhayābīṭus Bārid,Diabetes insipidus,"A condition caused by cold morbid temperament of kidneys. The condition is characterised by increased thirst, whitish discoloration of face, clourless urine, renal area cold on touch, decreased libido, gradual weight loss, etc."
2314,2315,G-6.1,ورم مثانہ دموی,Waram-i-Mathāna Damawī,Sanguineous cystitis,"A condition of inflammation of bladder due to predominance of sanguine. This condition is characterised by high grade fever,severe pain, pelvic irritation and heaviness, redness of eyes and face, difficulty in micturition and rapid pulse."
2315,2316,G-6.2,ورم مثانہ صفراوی,Waram-i-Mathāna Ṣafrāwī,Bilious cystitis,"A condition of inflammation of bladder due to predominance of yellow bile. This condition is characterised by high grade fever, excessive thirst, severe pain with burning sensation, bilious vomiting and difficulty in micturition."
2316,2317,G-6.3,ورم مثانہ بلغمی,Waram-i-Mathāna Balghamī,Phlegmatic cystitis,A condition of inflammation of bladder due to predominance of phlegm. This condit ion is characterised by heaviness in pelvic region and difficulty in micturition.
2317,2318,H-10.1,ورم الخصيتين حار/ورم الانثيين حار,Waram al-Khuṣyatayn Ḥārr/Waram al-Unthayayn Ḥārr,Acute orchitis,"Acute inflammation of testes caused by predominance of sanguine or yellow bile and characterised by redness, heat and intense pain, thirst and yellowish urine."
2318,2319,H-10.1.1,ورم الخصيتين دموی/ورم الانثيين دموی,"Waram
al-Khuṣyatayn Damawī/
Waram
al-Unthayayn Damawī",Sanguineous orchitis,"Acute inflammation of testes caused by predominance of sanguine and characterised by larger swelling, redness, heat, pain with heaviness and fever of sanguineous nature."
2319,2320,H-10.1.2,ورم الخصيتين صفراوی/ورم الانثيين صفراوی,Waram al-Khuṣyatayn Ṣafrāwī/Waram al-Unthayayn Ṣafrāwī,Bilious orchitis,"Acute inflammation of testes caused by predominance of yellow bile and characterised by redness, intense heat, pain with burning sensation, intense thirst and fever of bilious nature."
2320,2321,H-10.2,ورم الخصيتين بارد/ورم الانثيين بارد,Waram al-Khuṣyatayn Bārid/Waram al-Unthayayn Bārid,Chronic orchitis,Chronic inflammation of testes caused by predominance of phlegm or black bile and characterised by whitish or blackish swelling without pain or with low intesity of pain.
2321,2322,H-10.2.1,ورم الخصيتين بلغمی/ورم الانثيين بلغمی,Waram al-Khuṣyatayn Balghamī/Waram al-Unthayayn Balghamī,Phlegmatic orchitis,"Chronic inflammation of testes caused by predominance of phlegm and characterised by whitish swelling, pain of low intesity and absense of fever and thirst."
2322,2323,H-10.2.2,ورم الخصيتين سوداوی/ورم الانثيين سوداوی,Waram al-Khuṣyatayn Sawdāwī/Waram al-Unthayayn Sawdāwī,Melancholic orchitis,Chronic inflammation of testes caused by predominance of black bile and characterised by presence of blackish hard swelling without pain.
2323,2324,H-10.3,ورم الخصيتين ریحی/ورم الانثيين ریحی,Waram al-Khuṣyatayn Rīḥī/Waram al-Unthayayn Rīḥī,Gaseous orchitis,Inflammation of testes due to accumulation of gases. This condition is characterised by whitish swelling and pain without heaviness.
2324,2325,H-28.1,قيلہ مائيہ غمدی,Qīla Mā’iyya Ghimdī,Scrotal hydrocele,A condition of collection of fluid in tunica vaginalis.
2325,2326,H-28.2,قيلہ مائيہ خلقی,Qīla Mā’iyya Khilqī,Congenital hydrocele,A condition of collection of fluid in cavities of inguinal canal which shifts to abdominal cavity on putting pressure and reverts back when the pressure is released.
2326,2327,H-28.3,قيلہ مائيہ کیسی,Qīla Mā’iyya Kīsī,Encysted hydrocele,A condition of collection of fluid in a separate sac instead of whole covering.
2327,2328,I-1.1,سوء مزاج الرحم الحار,Sū’-i-Mizāj al-Raḥim al-Ḥārr,Hot morbid temperament of uterus,"A condition of derangement in the temperament of uterus due to predominance of heat. This condition is characterised by discharge of decreased quantity of reddish or foul-smelling blackish menstrual blood of thick consistency, palpitation, restlessness, dry lips and swift pulse."
2328,2329,I-1.2,سوء مزاج الرحم البارد,Sū’-i-Mizāj al-Raḥim al-Bārid,Cold morbid temperament of uterus,"A condition of derangement in the temperament of uterus due to predominance of cold. This condition is characterised by absence of menstruation or discharge of decreased quantity of light red menstrual blood of thin consistency, pale skin and slow pulse."
2329,2330,I-1.3,سوء مزاج الرحم الرطب,Sū’-i-Mizāj al-Raḥim al-Raṭb,Moist morbid temperament of uterus,"A condition of derangement in the temperament of uterus due to predominance of moistness. This condition is characterised by discharge of excessive menstual blood of thin consistency, excessive discharge of secretions from uterus and abortion within the three months of conception."
2330,2331,I-1.4,سوء مزاج الرحم الیابس,Sū’-i-Mizāj al-Raḥim al-Yābis,Dry morbid temperament of uterus,"A condition of derangement in the temperament of uterus due to predominance of dryness. This condition is characterised by discharge of decresed quantity of menstrual blood, dryness of cervix and thin body."
2331,2332,I-18.1,تصغر خصية الرحم خلقی,Taṣaghghur Khuṣya al-Raḥim Khilqī,Congenital atrophy of ovaries,A condition of reduction in the ovarian size caused by factors arising during the antenatal period. This condition is characterised by primary amenorrhoea.
2332,2333,I-18.2,تصغر خصية الرحم اکتسابی,Taṣaghghur Khuṣya al-Raḥim Iktisābī,Acquired atrophy of ovaries,A condition of reduction in the ovarian size  caused by factors arising during after birth. Its is characterized by irregular menstruation leading to amenorrhoea.
2333,2334,I-19.1,التهاب القاذف حاد,Iltihāb al-Qādhif Ḥādd,Acute salpingitis,"Acute inflammation of fallopian tubes which usually extends up to the ovaries. It is caused by puerperal infection, syphylis, gonorrhoea, etc. and characterised by severe pain in pelvis and back aggravating during movement, high grade fever, swift pulse, etc."
2334,2335,I-19.2,التهاب القاذف مزمن,Iltihāb al-Qādhif Muzmin,Chronic salpingitis,"Inflammation of fallopian tubes which usually extends up to the ovaries. It is characterised by dull pain in pelvis, backache, irregular menses, etc."
2335,2336,I-37.1,ورم ثدي حار,Waram-i-Thadī Ḥārr,Acute mastitis,"It is the inflammation of breast caused by predominance of sanguine, coagulation of blood and milk within the breast and trauma. It is characterised by swollen breast, pain, redness, fever, etc."
2336,2337,I-37.2,ورم ثدی بارد,Waram-i-Thadī Bārid,Chronic mastitis,It is the chronic inflammation of breast characterised by lesser degree of pain as compared to its acute type and absence of redness and fever.
2337,2338,I-37.3,ورم ثدی صلب,Waram-i-Thadī Ṣulb,Hard mastitis,It is the chronic inflammation of breast caused by predominance of black bile characterised by hardeness and slight blackish discolouration of breast.
2338,2339,I-57.1,ورم رحم حار,Waram-i-Raḥim Ḥārr,Acute metritis,"A condition of inflammation of uterus affecting its different parts due to pouring of sanguineous or bilious matter on uterus. This condition is characterised by high grade fever, pain in pubic region, backache, pulsating pain in anterior fontanelle, excessive thirst, bitter taste, rapid respiration and swift rapid pulse."
2339,2340,I-57.2,ورم رحم بلغمی,Waram-i-Raḥim Balghamī,Phlegmatic metritis,"A condition of inflammation of uterus affecting its different parts due to predominance of phlegm. This condition is characterised by low grade fever, dull pain and heaviness at the site of uterus and puffiness on face, hand and leg."
2340,2341,I-57.3,ورم رحم صلب,Waram-i-Raḥim Ṣulb,Hard metritis,"A condition of inflammation of uterus affecting its different parts due to predominance of black bile. This condition is characterised by low intensity pain accompanied with hardness and heaviness in suprapubic region, difficulty in urination and defaecation and general weakness."
2341,2342,I-60,دبيلة الرحم,Dubayla al-Raḥim,Uterine abscess,"A condition of formation and collection of purulent matter inside the uterus. This condition is characterized by throbbing pain, fever and tenderness in the lower abdomen."
2342,2343,K-5.1.1,غب خالصہ,Ghibb Khāliṣa,Pure tertian fever,"A condition of abnormal elevation of body temperature as a result of putrefaction of pure yellow bile, outside the vessels. This condition is characterised by seven episodes of high grade fever lasting for 4-12 hours."
2343,2344,K-5.1.2,غب غیر خالصہ,Ghibb Ghayr Khāliṣa,False tertian fever,"A condition of abnormal elevation of body temperature as a result of putrefaction of yellow bile mixed with phlegm, outside the vessels. This condition is characterised by episodes of fever lasting for more than 12 hours, severe heaviness in the head."
2344,2345,K-8.2,حمیٰ الربع دائرہ,Ḥummā al-Rib‘ Dā’ira,Intermittent quartan fever,"A condition of abnormal elevation of body temperature as a result of putrefaction of normal or abnormal black bile outside the vessels. This condition is characterised by intermittent fever with episodes of fever occurring every fouth day along with the history of previous fever of long duration, diseases of spleen, intake of black bile producing diets, etc."
2345,2346,K-8.3,ربع دموی,Rib‘ Damawī,Sanguineous quartan fever,"A condition of abnormal elevation of body temperature occurring after sanguineous fever as a result of putrefaction of abnormal black bile produced due to combustion of sanguine. This condition is initially characterised by features of sanguineous fever followed by intermittent fever with episodes of fever occurring every fouth day or continuous fever tending to be higher every fourth day, reddish skin colour, heavniess in the body, sweet taste in mouth and reddish urine."
